DIA,SEM_COMPROMISSO,DURACAO_DIA,INICIO,FIM,DURACAO_COMPROMISSO,TITULO,LOCAL
"07-10-2019","Não","465","14:05","15:30","85","""Paulo Guedes, Ministro de Estado da Economia; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Senador Eduardo Braga (MDB/AM), Líder do MDB no Senado Federal""","""Palácio do Planalto"""
"07-10-2019","Não","465","15:40","16:30","50","""Marcos Pontes, Ministro de Estado da Ciência, Tecnologia, Inovações e Comunicações""","""Palácio do Planalto"""
"07-10-2019","Não","465","17:00","18:00","60","""Fernando Azevedo, Ministro de Estado da Defesa""","""Brasília/DF"""
"07-10-2019","Não","465","18:30","19:20","50","""Bento Albuquerque, Ministro de Estado de Minas e Energia""","""Palácio da Alvorada"""
"01-10-2019","Não","450","07:30","08:15","45","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República""","""Palácio da Alvorada"""
"01-10-2019","Não","450","09:00","09:40","40","""Osmar Terra, Ministro de Estado da Cidadania""","""Palácio do Planalto"""
"01-10-2019","Não","450","10:30","10:55","25","""Bento Albuquerque, Ministro de Estado de Minas e Energia; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Garimpeiros""","""Palácio do Planalto"""
"01-10-2019","Não","450","11:00","11:45","45","""Sérgio Moro, Ministro de Estado da Justiça e Segurança Pública""","""Palácio do Planalto"""
"01-10-2019","Não","450","11:45","11:55","10","""Hamilton Mourão, Vice-Presidente da República""","""Palácio do Planalto"""
"01-10-2019","Não","450","14:45","17:00","135","""20ª Reunião do Conselho de Governo""","""Palácio do Planalto"""
"01-10-2019","Não","450","17:00","18:20","80","""Solenidade de Lançamento do Plano AgroNordeste e Assinatura da MP do Agro""","""Palácio do Planalto"""
"01-10-2019","Não","450","18:40","19:00","20","""Paulo Guedes, Ministro de Estado da Economia""","""Palácio da Alvorada"""
"01-10-2019","Não","450","19:00","19:50","50","""Jorge Antonio de Oliveira Francisco, Ministro-Chefe da Secretaria-Geral da Presidência da República e André Luiz de Almeida, Advogado-Geral da União""","""Palácio da Alvorada"""
"09-04-2019","Não","413","09:00","10:00","60","""Sessão Solene de Abertura da XXII Marcha a Brasília em Defesa dos Municípios""","""Brasília/DF"""
"09-04-2019","Não","413","11:20","11:50","30","""Deputado Alberto Fraga (DEM/DF)""","""Palácio do Planalto"""
"09-04-2019","Não","413","11:50","12:19","29","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Senador Jorginho Mello (PR/SC), Líder do PR no Senado Federal; Senador Wellington Fagundes (PR/MT); Deputado Wellington Roberto (PR/PB), Líder do PR na Câmara dos Deputados; e Alfredo Nascimento, Presidente de Honra Nacional do PR""","""Palácio do Planalto"""
"09-04-2019","Não","413","12:20","12:50","30","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Deputado Paulinho da Força (SOLIDARIEDADE/SP), Presidente Nacional do SOLIDARIEDADE, e Deputado Augusto Coutinho (SOLIDARIEDADE/PE), Líder do SOLIDARIEDADE na Câmara dos Deputados""","""Palácio do Planalto"""
"09-04-2019","Não","413","12:50","14:00","70","""Fernando Azevedo, Ministro de Estado da Defesa; Ricardo Salles, Ministro de Estado do Meio Ambiente, e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"09-04-2019","Não","413","14:00","14:45","45","""Cerimônia de Posse do Ministro de Estado da Educação, Senhor Abraham Bragança de Vasconcellos Weintraub""","""Palácio do Planalto"""
"09-04-2019","Não","413","14:45","16:30","105","""9ª Reunião do Conselho de Governo""","""Palácio do Planalto"""
"09-04-2019","Não","413","16:30","16:44","14","""Luiz Pontel, Secretário-Executivo do Ministério da Justiça e Segurança Pública""","""Palácio do Planalto"""
"09-04-2019","Não","413","17:30","18:00","30","""André Luiz de Almeida, Advogado-Geral da União""","""Palácio do Planalto"""
"15-04-2019","Não","300","08:00","09:10","70","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Floriano Peixoto, Ministro-Chefe da Secretaria-Geral da Presidência da República; Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados""","""Palácio do Planalto"""
"15-04-2019","Não","300","09:10","09:45","35","""Coronel Carlos Alberto Pereira Leonel Marsiglia""","""Palácio do Planalto"""
"15-04-2019","Não","300","09:45","10:00","15","""Deputada Bia Kicis (PSL/DF); e Rogério Marinho, Secretário Especial de Previdência e Trabalho do Ministério da Economia""","""Palácio do Planalto"""
"15-04-2019","Não","300","10:00","10:30","30","""Antônio Sérgio Altieri de Moraes Pitombo, Advogado""","""Palácio do Planalto"""
"15-04-2019","Não","300","14:30","14:50","20","""Ricardo Vélez Rodríguez, ex-Ministro de Estado da Educação""","""Palácio do Planalto"""
"15-04-2019","Não","300","14:50","15:30","40","""Abraham Weintraub, Ministro de Estado da Educação""","""Palácio do Planalto"""
"15-04-2019","Não","300","15:30","16:00","30","""Salim Mattar, Secretário Especial de Desestatização e Desinvestimento do Ministério da Economia""","""Palácio do Planalto"""
"15-04-2019","Não","300","16:00","17:00","60","""Paulo Guedes, Ministro de Estado da Economia""","""Palácio do Planalto"""
"17-04-2019","Não","455","08:45","09:15","30","""Gutemberg Fonseca, Secretário de Governo e Relações Institucionais do Governo do estado do Rio de Janeiro""","""Palácio do Planalto"""
"17-04-2019","Não","455","10:00","11:00","60","""Cerimônia Comemorativa do Dia do Exército, com a Imposição da Ordem do Mérito Militar e da Medalha do Exército Brasileiro""","""Brasília/DF"""
"17-04-2019","Não","455","11:30","12:00","30","""Paulo Augusto Ferreira Bouças, Gerente Geral do Centro Cultural Banco do Brasil""","""Palácio do Planalto"""
"17-04-2019","Não","455","12:20","13:00","40","""General Oswaldo de Jesus Ferreira, Presidente da Empresa Brasileira de Serviços Hospitalares (Ebserh)""","""Palácio do Planalto"""
"17-04-2019","Não","455","14:10","14:30","20","""Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; Neymar da Silva Santos, Fundador da NR Sports; Lissandro Silva Florêncio, Advogado; e Altamiro Lopes Bezerra, Diretor Financeiro""","""Palácio do Planalto"""
"17-04-2019","Não","455","15:10","15:45","35","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; Deputado Aluisio Mendes (Podemos/MA); Deputado Edilázio (PSD/MA); Deputado Pastor Gildenemyr (PMN/MA); e Bruno Caliganis, Secretário Especial de Relações Institucionais da Secretaria de Governo da Presidência da República""","""Palácio do Planalto"""
"17-04-2019","Não","455","16:00","16:30","30","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; Mauro Carlesse, Governador do estado do Tocantins; Senador Eduardo Gomes (MDB/TO), Vice-líder do Governo no Senado; Renato de Assunção, Secretário de Infraestrutura, Cidades e Habitação do estado do Tocantins; e Sandro Armando, Secretário de Fazenda e Planejamento do estado do Tocantins""","""Palácio do Planalto"""
"17-04-2019","Não","455","16:30","16:35","5","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; e Washington Stecanela Cerqueira, Secretário Nacional de Esporte, Educação, Lazer e Inclusão Social da Secretaria Especial do Esporte do Ministério da Cidadania""","""Palácio do Planalto"""
"17-04-2019","Não","455","16:35","17:00","25","""Roberto Mira, Vice-Presidente para assuntos de segurança da NTC&Logística; e Ramiro Cruz Junior, Presidente da União Nacional dos Transportadores Rodoviários e Autônomos de Cargas""","""Palácio do Planalto"""
"17-04-2019","Não","455","17:15","18:15","60","""Celebração de Páscoa""","""Palácio do Planalto"""
"17-04-2019","Não","455","18:15","19:30","75","""Ernesto Araújo, Ministro de Estado das Relações Exteriores""","""Palácio do Planalto"""
"17-04-2019","Não","455","18:25","18:35","10","""Tereza Cristina, Ministra de Estado da Agricultura, Pecuária e Abastecimento; Osmar Terra, Ministro de Estado da Cidadania; Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; Senador Chico Rodrigues (DEM/RR); Senador Luis Carlos Heinze (PP/RS); Deputado Alceu Moreira (PMDB/RS); e Luiz Antônio Nabhan Garcia, Secretário Especial de Assuntos Fundiários do Ministério da Agricultura, Pecuária e Abastecimento""","""Palácio do Planalto"""
"17-04-2019","Não","455","18:45","19:15","30","""Luiz Henrique Mandetta, Ministro de Estado da Saúde; Senador Chico Rodrigues (DEM/RR); Luiz Antônio Nabhan Garcia, Secretário Especial de Assuntos Fundiários do Ministério da Agricultura, Pecuária e Abastecimento; Arnaldo Zunizakae, Etnia Parecis de Mato Grosso; Jocélio Leite Paulino, Etnia Xucuru de Pernambuco; Abel Barbosa, Etnia Macuxi de Roraima; Timóteo Palmiteli, Etnia Ianomâmi de Roraima; e Irisnaide de Souza Filho, Etnia Macuxi de Roraima.""","""Palácio do Planalto"""
"17-04-2019","Não","455","19:25","19:30","5","""André Luiz de Almeida, Advogado-Geral da União""","""Palácio do Planalto"""
"22-04-2019","Não","690","08:10","09:00","50","""Floriano Peixoto, Ministro-Chefe da Secretaria-Geral da Presidência da República; Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara""","""Palácio do Planalto"""
"22-04-2019","Não","690","09:10","09:30","20","""Admar Gonzaga Neto, Ministro do Tribunal Superior Eleitoral""","""Palácio do Planalto"""
"22-04-2019","Não","690","09:50","10:30","40","""Ernesto Araújo, Ministro de Estado das Relações Exteriores; e Contra-Almirante Sergio Ricardo Segovia Barbosa, Diretor do Departamento de Tecnologia da Informação do Ministério da Defesa""","""Palácio do Planalto"""
"22-04-2019","Não","690","10:30","11:00","30","""Fernando Azevedo, Ministro de Estado da Defesa; Ernesto Araújo, Ministro de Estado das Relações Exteriores; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"22-04-2019","Não","690","11:00","11:30","30","""José Barroso Filho, Vice-Presidente do Superior Tribunal Militar""","""Palácio do Planalto"""
"22-04-2019","Não","690","11:20","11:40","20","""Luiz Antônio Nabhan Garcia, Secretário Especial de Assuntos Fundiários do Ministério da Agricultura""","""Palácio do Planalto"""
"22-04-2019","Não","690","11:35","12:05","30","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; e Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara""","""Palácio do Planalto"""
"22-04-2019","Não","690","12:15","13:40","85","""Michelle Bolsonaro, Primeira-Dama; e Damares Alves, Ministra de Estado da Mulher, da Família e dos Direitos Humanos""","""Palácio do Planalto"""
"22-04-2019","Não","690","13:30","14:00","30","""Abraham Weintraub, Ministro de Estado da Educação""","""Palácio do Planalto"""
"22-04-2019","Não","690","14:00","15:30","90","""Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; Antonio Denarium, Governador do Estado de Roraima; Senador Chico Rodrigues (DEM/RR), Vice-Líder do Governo no Senado; Deputado Jhonatan de Jesus (PRB/RR), Líder do PRB na Câmara dos Deputados; Deputado Édio Lopes (PR/RR), Vice-Líder do PR na Câmara dos Deputados; Deputado Haroldo Cathedral (PSD/RR); Deputado Hiran Gonçalves (PP/RR); Márcio Glayton Araújo Grangeiro, Presidente do Instituto de Terras e Colonização de Roraima – ITERAIMA; e Luiz Antônio Nabhan Garcia, Secretário Especial de Assuntos Fundiários do Ministério da Agricultura""","""Palácio do Planalto"""
"22-04-2019","Não","690","15:00","16:00","60","""Paulo Guedes, Ministro de Estado da Economia""","""Palácio do Planalto"""
"22-04-2019","Não","690","16:00","17:15","75","""Bento Albuquerque, Ministro de Estado de Minas e Energia; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"22-04-2019","Não","690","17:00","18:00","60","""Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República""","""Palácio do Planalto"""
"22-04-2019","Não","690","17:30","18:30","60","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República""","""Palácio do Planalto"""
"22-04-2019","Não","690","18:30","18:40","10","""José Vicente Santini, Secretário-Executivo da Casa Civil da Presidência da República""","""Palácio do Planalto"""
"21-04-2019","Sim","0","""""","""""","""""","""""",""""""
"18-04-2019","Não","60","10:00","11:00","60","""Solenidade Comemorativa ao Dia do Exército Brasileiro""","""São Paulo/SP"""
"03-04-2019","Não","705","09:00","20:45","705","""Partida de Tel Aviv para Brasília""","""Aeroporto Internacional Ben Gurion"""
"27-04-2019","Não","30","09:30","10:00","30","""Yasmin Alves Ribeiro; Valdir Alves Durval; e Cléia Ramone Bispo Ribeiro""","""Cidade Estrutural/DF"""
"26-04-2019","Não","165","08:15","09:20","65","""Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados""","""Palácio do Planalto"""
"26-04-2019","Não","165","09:30","09:40","10","""Ingrid Monteiro Peixoto Becker, Meteorologista; e Arsênio Carlos Andrés Flores Becker, Analista de Sistemas""","""Palácio do Planalto"""
"26-04-2019","Não","165","10:00","10:30","30","""Gutemberg de Paula Fonseca, Secretário de Governo e Relações Institucionais do estado do Rio de Janeiro, e Adilson Barroso, Presidente Nacional do Partido Patriota""","""Palácio do Planalto"""
"26-04-2019","Não","165","11:15","11:45","30","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Senador Roberto Rocha (PSDB/MA) e Maura Jorge, Ex-deputada""","""Palácio do Planalto"""
"26-04-2019","Não","165","18:30","19:00","30","""Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República""","""Palácio da Alvorada"""
"08-04-2019","Não","340","08:15","09:00","45","""Floriano Peixoto, Ministro-Chefe da Secretaria-Geral da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República, e Carlos Bolsonaro, Vereador do Município do Rio de Janeiro/RJ""","""Palácio do Planalto"""
"08-04-2019","Não","340","09:00","09:40","40","""Douglas Tavolaro, CNN Brasil""","""Palácio do Planalto"""
"08-04-2019","Não","340","09:40","10:00","20","""Marco Aurélio Vieira, Secretário Especial do Esporte do Ministério da Cidadania""","""Palácio do Planalto"""
"08-04-2019","Não","340","10:00","10:25","25","""Ricardo Vélez Rodriguez, Ministro de Estado da Educação, e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"08-04-2019","Não","340","11:00","11:30","30","""Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara""","""Palácio do Planalto"""
"08-04-2019","Não","340","14:00","14:50","50","""Davi Alcolumbre, Presidente do Senado Federal""","""Palácio do Planalto"""
"08-04-2019","Não","340","15:00","15:30","30","""Paulo Guedes, Ministro de Estado da Economia""","""Palácio do Planalto"""
"08-04-2019","Não","340","15:30","16:00","30","""Solenidade de Sanção da Lei de Cadastro Positivo""","""Palácio do Planalto"""
"08-04-2019","Não","340","17:00","17:30","30","""Mauro Biancamano Guimarães, Ministro-Chefe da Secretaria de Governo da Presidência da República, em exercício, e Glademir Aroldi, Presidente da Confederação Nacional de Municípios""","""Palácio do Planalto"""
"08-04-2019","Não","340","17:30","18:10","40","""Osmar Terra, Ministro de Estado da Cidadania, e Senadora Leila Barros (PSB/DF)""","""Palácio do Planalto"""
"28-04-2019","Não","70","08:30","09:00","30","""Rodrigo Maia, Presidente da Câmara dos Deputados""","""Palácio da Alvorada"""
"28-04-2019","Não","70","16:20","17:00","40","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República""","""Palácio da Alvorada"""
"25-04-2019","Não","305","07:30","08:00","30","""Luiz Antônio Nabhan Garcia, Secretário Especial de Assuntos Fundiários do Ministério da Agricultura""","""Palácio da Alvorada"""
"25-04-2019","Não","305","08:30","08:45","15","""Floriano Peixoto, Ministro-Chefe da Secretaria-Geral da Presidência da República; Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados; e Deputado Guilherme Derrite (PP/SP)""","""Palácio do Planalto"""
"25-04-2019","Não","305","08:45","09:00","15","""Davi Alcolumbre, Presidente do Senado Federal e Senador Fernando Bezerra (MDB/PE)""","""Palácio do Planalto"""
"25-04-2019","Não","305","09:10","09:30","20","""Yasmin Alves Ribeiro; Valdir Alves Durval; Cléia Ramone Bispo Ribeiro e Amanda Cristina Marques Silva""","""Palácio do Planalto"""
"25-04-2019","Não","305","09:30","10:00","30","""Café da Manhã com Jornalistas""","""Palácio do Planalto"""
"25-04-2019","Não","305","10:45","11:00","15","""Pastor Gilmar dos Santos, Presidente da Igreja Assembleia de Deus de Missão de Todos os Santos; Pastor Airton Moura Correia, Igreja Assembleia de Deus de Missão de Todos os Santos; Pastor José do Nascimento Pires Sampaio Junior, Igreja Assembleia de Deus de Missão de Todos os Santos; Pastor Luiz Carlos Cabral, Igreja Assembleia de Deus de Missão de Todos os Santos; e Pastor Nilo Santos, Igreja Assembleia de Deus de Missão de Todos os Santos""","""Palácio do Planalto"""
"25-04-2019","Não","305","11:00","11:30","30","""Solenidade de Assinatura do Decreto que revoga o Horário de Verão""","""Palácio do Planalto"""
"25-04-2019","Não","305","12:00","12:50","50","""Deputado Estadual Coronel David (PSL/MS), Capitão Wanderlei Almeida e Senhor Rodolfo Nogueira""","""Palácio do Planalto"""
"25-04-2019","Não","305","14:00","15:00","60","""Reunião com Abraham Weintraub, Ministro de Estado da Educação e equipe""","""Brasília/DF"""
"25-04-2019","Não","305","17:00","17:40","40","""André Luiz de Almeida Mendonça, Ministro de Estado da Advocacia Geral da União""","""Palácio do Planalto"""
"06-04-2019","Não","180","08:00","09:00","60","""Café da Manhã com Michelle Bolsonaro, Primeira-Dama, e pessoas com deficiência auditiva""","""Palácio da Alvorada"""
"06-04-2019","Não","180","11:30","13:30","120","""Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura, e Ministro André Luiz de Almeida, Advogado-Geral da União""","""Palácio da Alvorada"""
"10-04-2019","Não","555","09:00","10:00","60","""Floriano Peixoto, Ministro-Chefe da Secretaria-Geral da Presidência da República, e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"10-04-2019","Não","555","10:00","11:35","95","""Deputado Sargento Fahur (PSD/PR)""","""Palácio do Planalto"""
"10-04-2019","Não","555","10:20","10:35","15","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Helder Barbalho, Governador do Estado do Pará; Senador Paulo Rocha (PT/PA), Deputado Delegado Éder Mauro (PSD/PA), Deputado Beto Faro (PT/PA), Deputada Elcione Barbalho (MDB/PA), Deputado Olival Marques (DEM/PA), Deputado Cristiano Vale (PR/PA), Deputado José Priante (MDB/PA) e Deputado Nilson Pinto (PSDB/PA)""","""Palácio do Planalto"""
"10-04-2019","Não","555","10:35","11:35","60","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República, e Deputado Luciano Bivar (PSL/PE)""","""Palácio do Planalto"""
"10-04-2019","Não","555","11:35","12:05","30","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Deputado José Nelto (PODE/GO), Líder do PODE na Câmara dos Deputados, e Deputada Renata Abreu (PODE/SP)""","""Palácio do Planalto"""
"10-04-2019","Não","555","13:00","14:00","60","""Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Gianni Infantino, Presidente da FIFA; Rogério Langanke Caboclo, Presidente da CBF; Walter Meyer Feldman, Secretário-Geral da CBF; Marco Aurélio Vieira, Secretário Especial do Esporte do Ministério da Cidadania, e Ronaldo Lima dos Santos, Secretário Nacional de Futebol e Defesa dos Direitos do Torcedor""","""Palácio do Planalto"""
"10-04-2019","Não","555","14:10","14:45","35","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; João Amoêdo, Presidente Nacional do NOVO; Deputado Marcel Van Hattem, Líder do NOVO na Câmara dos Deputados; Deputado Paulo Ganime (NOVO/RJ) e Deputado Tiago Mitraud (NOVO/MG)""","""Palácio do Planalto"""
"10-04-2019","Não","555","15:00","15:30","30","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Deputado Luis Tibé (AVANTE/MG), Presidente Nacional do Avante e Paco Britto, Vice-Governador do Distrito Federal e Presidente do AVANTE no DF""","""Palácio do Planalto"""
"10-04-2019","Não","555","15:15","15:25","10","""Edgard Corona, CEO da Smart Fit; Henrique Malta, Diretor da Cosan, e Gustavo Borges, Nadador""","""Palácio do Planalto"""
"10-04-2019","Não","555","16:15","16:40","25","""Wagner Rosário, Ministro de Estado da Controladoria-Geral da União, e André Luiz de Almeida, Advogado-Geral da União""","""Palácio do Planalto"""
"10-04-2019","Não","555","16:40","17:00","20","""Senador Flávio Bolsonaro (PSL/RJ), Senador Eduardo Gomes (MDB/TO), Alia Ahmad Khamis Abdulla, Julio Semecyho, Wilmodes Lira, Rodrigo Catão, Khawla Abdulla Hassan e Khalifa Abdulla Ahmed Ibrahim Alobeidli""","""Palácio do Planalto"""
"10-04-2019","Não","555","17:00","17:20","20","""Senador Fernando Bezerra Coelho (MDB/PE), Líder do Governo no Senado Federal""","""Palácio do Planalto"""
"10-04-2019","Não","555","17:40","17:45","5","""Deputado Cezinha de Madureira (PSD/SP)""","""Palácio do Planalto"""
"10-04-2019","Não","555","17:45","18:15","30","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Pastor Everaldo, Presidente Nacional do PSC; Senador Zequinha Marinho (PSC/PA), Líder do PSC no Senado, e Deputado André Ferreira, Líder do PSC na Câmara""","""Palácio do Planalto"""
"10-04-2019","Não","555","19:30","20:30","60","""Jantar de Confraternização da Federação das Associações Mulçumanas do Brasil (FAMBRAS)""","""Palácio do Planalto"""
"29-04-2019","Não","455","08:00","09:00","60","""Partida de Brasília para Ribeirão Preto""","""Base Aérea de Brasília"""
"29-04-2019","Não","455","10:00","10:20","20","""Encontro com autoridades""","""Ribeirão Preto/SP"""
"29-04-2019","Não","455","10:30","12:00","90","""Cerimônia de Abertura Oficial da Agrishow 2019""","""Ribeirão Preto/SP"""
"29-04-2019","Não","455","12:45","13:45","60","""Partida de Ribeirão Preto para Brasília""","""Aeroporto Leite Lopes"""
"29-04-2019","Não","455","15:20","16:00","40","""Paulo Guedes, Ministro de Estado da Economia""","""Palácio do Planalto"""
"29-04-2019","Não","455","16:00","16:30","30","""Fernando Azevedo, Ministro de Estado da Defesa""","""Palácio do Planalto"""
"29-04-2019","Não","455","16:30","17:00","30","""Yossi Shelley, Embaixador de Israel no Brasil""","""Palácio do Planalto"""
"29-04-2019","Não","455","17:10","18:00","50","""Sérgio Moro, Ministro de Estado da Justiça e Segurança Pública; Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"29-04-2019","Não","455","18:00","18:30","30","""Marcos Cintra, Secretário Especial da Receita Federal do Brasil; e Ricardo Patah, Presidente da União Geral dos Trabalhadores – UGT""","""Palácio do Planalto"""
"29-04-2019","Não","455","18:30","18:45","15","""Deputado Estadual Gil Diniz (PSL/SP) e Deputado Estadual Frederico d'Avila (PSL/SP)""","""Palácio do Planalto"""
"29-04-2019","Não","455","19:00","19:30","30","""Rodrigo Maia, Presidente da Câmara dos Deputados; Paulo Guedes, Ministro de Estado da Economia; Deputado Marcelo Ramos (PR/AM), Presidente da Comissão Especial da Reforma da Previdência; Deputado Silvio Costa Filho (PRB/PE), Vice-Líder do PRB na Câmara dos Deputados; e Deputado Samuel Moreira (PSDB/SP), Vice-Líder do PSDB na Câmara dos Deputados""","""Palácio do Planalto"""
"20-04-2019","Sim","0","""""","""""","""""","""""",""""""
"16-04-2019","Não","325","09:00","09:45","45","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Paulo Guedes, Ministro de Estado da Economia; Rubens Ometto Silveira Mello, Presidente do Grupo Cosan; Henrique Malta, Diretor da Cosan; Luís Henrique Guimarães, CEO da Raizen""","""Palácio do Planalto"""
"16-04-2019","Não","325","10:00","10:45","45","""Marcos Pontes, Ministro de Estado da Ciência, Tecnologia, Inovações e Comunicações, e Waldemar Gonçalves Ortunho Junior, Presidente da Telebras""","""Palácio do Planalto"""
"16-04-2019","Não","325","11:20","12:00","40","""Wagner Rosário, Ministro de Estado da Controladoria-Geral da União""","""Palácio do Planalto"""
"16-04-2019","Não","325","14:20","15:10","50","""Luiz Henrique Mandetta, Ministro de Estado da Saúde e Carlos Vital Tavares Corrêa Lima, Presidente do Conselho Federal de Medicina (CFM)""","""Palácio do Planalto"""
"16-04-2019","Não","325","15:20","16:25","65","""Deputado Júlio Cesar (PSD/PI), Vice-Líder do Partido; Pedro Guimarães, Presidente da Caixa Econômica Federal; Jodismar Amaro, Presidente da Federação Brasileira das Empresas Lotéricas (FEBRALOT); José Romero dos Santos Nascimento, Presidente da Associação dos Lotéricos de São Paulo e Interior e Associação dos Lotéricos (ALSPI); Deputado Estadual Georgiano Neto (PSD/PI); e Ex-Deputado Luiz Carlos Hauly (PSDB/PR)""","""Palácio do Planalto"""
"16-04-2019","Não","325","16:35","17:55","80","""Hamilton Mourão, Vice-Presidente da República; Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Paulo Guedes, Ministro de Estado da Economia; Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura; Bento Albuquerque, Ministro de Estado de Minas e Energia; Deputada Joice Hasselmann (PSL/SP), Líder do Governo no Congresso Nacional; Roberto Castello Branco, Presidente da Petrobras; Almirante Eduardo Bacellar Leal Ferreira, Presidente do Conselho da Petrobras; e Décio Oddone, Diretor-Geral da Agência Nacional do Petróleo, Gás Natural e Biocombustíveis""","""Palácio do Planalto"""
"12-04-2019","Não","515","08:00","10:30","150","""Partida de Brasília para Macapá""","""Base Aérea de Brasília"""
"12-04-2019","Não","515","11:05","12:30","85","""Cerimônia de Inauguração do Novo Terminal de Passageiros do Aeroporto Internacional de Macapá – Alberto Alcolumbre""","""Macapá/AP"""
"12-04-2019","Não","515","12:50","15:30","160","""Partida de Macapá para Brasília""","""Aeroporto Internacional de Macapá – Alberto Alcolumbre"""
"12-04-2019","Não","515","16:30","17:00","30","""Ernesto Araújo, Ministro de Estado das Relações Exteriores""","""Palácio do Planalto"""
"12-04-2019","Não","515","17:00","18:15","75","""Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Fernando Azevedo, Ministro de Estado da Defesa; Bento Albuquerque, Ministro de Estado de Minas e Energia; Gustavo Canuto, Ministro de Estado do Desenvolvimento Regional; Floriano Peixoto, Ministro-Chefe da Secretaria-Geral da Presidência da República, e Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República""","""Palácio do Planalto"""
"12-04-2019","Não","515","18:15","18:30","15","""Fernando Azevedo, Ministro de Estado da Defesa, e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República""","""Palácio do Planalto"""
"02-04-2019","Não","280","08:30","09:40","70","""Café da Manhã com CEOs de Empresas Israelenses e Israelo-Brasileiras""","""Jerusalém/Israel"""
"02-04-2019","Não","280","10:00","10:50","50","""Cerimônia de Abertura do Encontro Empresarial Brasil-Israel""","""Jerusalém/Israel"""
